Most resistors have three coloured bands close together at one end and <mask> single band at the other.	one
Infertility affects as many as <mask> percent of American couples.	ten
Human beings are the being that bridges the <mask> worlds.	two
Autism is a developmental disability that is <mask> times more prevelant in males than females.	four
Human malaria is caused by <mask> species of Plasmodium . .	four
Technological efficiency can lower energy consumption by a factor <mask> to five.	three
Buildings gain heat in <mask> ways - conduction, convection, and radiation.	three
Hand pollination is carried out <mask> times each season to ensure pollination of late flowers.	three
Water dissolves about <mask> part in seven thousand parts, and receives a brown color.	one
Water dissolves about one part in <mask> thousand parts, and receives a brown color.	seven
Plasma levels fall by about a half within <mask> to four hours.	three
Plasma levels fall by about a half within three to <mask> hours.	four
Minorities are <mask> less fearful of becoming a crime victim than are whites.	no
Narwhals only have <mask> teeth.	two
Most Placentals possess <mask> orbital glands.	two
Recluses have <mask> obvious coloration patterns on the abdomen or legs, and the legs lack spines.	no
All female kangaroos have front-opening pouches, which contain <mask> teats.	four
Downhill skiers are <mask> times as likely to be golfers as the public at large.	three
Kiang reach sexual maturity at <mask> years of age.	two
Some soft ticks pass through up to <mask> nymphal molts before they become adults.	seven
Sturgeons are shark-like in form but are unique in having <mask> rows of bony plates along the body.	five
Uninsured men are up to <mask> times more likely to die in the hospital.	three
Every muscle is made up of <mask> types of fibers.	two
All cats normally have <mask> eyes.	two
Stratification improves seed germination of <mask> native wildflower species.	five
Cattails contain <mask> times the starch of an equal weight fo potatoes.	ten
Copper has <mask> stable isotopes.	two
Sugar gliders have <mask> front teeth.	two
Islamic law allows men to have up to <mask> wives.	four
Ants converse with their antennae, having <mask> lungs nor windpipe.	no
Some kudzu takes as long as <mask> years to kill, even with the most effective herbicide.	ten
Water can exist as <mask> states of matter.	three
Some ewes then have a short oestrous cycle and ovulate <mask> days later.	six
Animals eating raw food often have <mask> enzymes at all in saliva, unlike humans.	no
Most population cycles are about <mask> to four years in duration.	three
Most population cycles are about three to <mask> years in duration.	four
Cows can be up to <mask> times more active than normal while in heat.	eight
Tensors have an associated rank from <mask> to infinity.	zero
Malnutrition affects <mask> times more children under four in the countryside than in the towns.	three
Malnutrition affects three times more children under <mask> in the countryside than in the towns.	four
Pups usually nurse for a year, but some continue to nurse for up to <mask> years.	three
Boys grow for about <mask> years after puberty starts.	six
Human insulin consists of <mask> different peptide chains.	two
Hallucinations refer to internal stimuli that have <mask> basis in external reality.	no
Differentiation is caused by the energy going in <mask> directions.	two
Most people become sick <mask> to seven days after infection.	two
Most people become sick two to <mask> days after infection.	seven
Ribosomes are small, irregularly shaped particles, composed of <mask> subunits.	two
Striped skunks are the most abundant of the <mask> species.	four
Most Edwardian castles have <mask> concentric rings of walls and towers.	three
Phenomenology of religion has at least <mask> aspects.	two
Periwinkles are the most colorful of the <mask> animals.	three
Pups remain in the den for about <mask> weeks, and are cared for by the entire pack.	six
Titanium is <mask> times stronger than steel.	three
Breast cancer has <mask> stages.	four
Chronic sinusitis is a sinus infection that occurs frequently or lasts <mask> months or longer.	three
Snowboard pants do have <mask> times as many pockets as ski pants though.	five
Pangolins walk on all <mask> of their stout limbs, which are adapted for digging.	four
Excessive weight is an important factor in all <mask> disorders.	three
Baleen whales have <mask> nostrils, or blowholes.	two
Fungi reproduce in <mask> ways.	two
Most horses are <mask> years or younger.	five
Neutrons consist of <mask> up quark and two down quarks.	one
Neutrons consist of one up quark and <mask> down quarks.	two
Starred compounds contain a mixture of <mask> fungicides.	two
Females have <mask> X chromosomes, one from each parent.	two
Females have two X chromosomes, <mask> from each parent.	one
Livestock remove less than <mask> percent of the forages' phosphorus and potassium.	ten
Arabian oryx are the smallest oryx, measuring <mask> feet high at the shoulder.	four
Lubbers have a total of <mask> instars before molting into the adult stage.	five
Nymphs reach maturity in <mask> to ten months, with faster maturation at higher temperatures.	five
Nymphs reach maturity in five to <mask> months, with faster maturation at higher temperatures.	ten
Igneous rock occurs in <mask> ways .	two
Fish kills can occur when oxygen is less than <mask> ppm.	three
Slime molds have <mask> life cycle stages.	two
Gene therapy is a very young science that has been used in patients for only about <mask> years.	ten
Loons generally stay on saltwater until age <mask> or older.	three
Forests exclusively harbour just <mask> genera.	three
Repentance has reference to <mask> classes of sins, according to their sources.	three
Female dogs go through a heat cycle, called estrus, every <mask> months.	six
Some people thrive on stress, can sleep <mask> hours a night and wake up clear-headed.	four
Termites also have <mask> wings of equal size.	four
Gravity there is <mask> times that of Earth.	ten
Diatoms consist of <mask> shells made of glass silicone dioxide.	two
Doctors use <mask> blood tests to measure the amount of iron in the body.	three
Premolars have one, two, and sometimes <mask> canals.	three
All mass spectrometers consist of <mask> distinct regions.	three
Electric motors have very flat torque curves down to <mask> speed.	zero
Naiads have <mask> caudal filaments and external gills.	two
All spider mites have <mask> legs and a lack of a separate head.	eight
Process theology offers <mask> forms of immortality.	two
Softwood cuttings root in about <mask> weeks at low temperatures.	two
Most miscarriages occur in the first <mask> months of pregnancy.	three
Collared peccaries form herds of anywhere from <mask> to thirty or more.	three
Elementary algebra is a course for students with little or <mask> previous algebra background.	no
Viruses are the most common cause of acute asthma episodes in infants <mask> months old or younger.	six
Sheep have hoofs that is divided into <mask> toes.	two
Every cell has <mask> parts, whether it be a blood cell, brain cell, or reproductive cell.	three
National currencies continue to exist for the next <mask> years as denominations of the euro.	three
Chimpanzees give birth to a single infant approximately every <mask> years.	five
Many salmon feed in the ocean for over <mask> years then return to spawn in Olympic's forested rivers.	four
Baker County has <mask> distinct seasons with comfortable summers and snowy winters.	four
Osteoporosis is <mask> times more common in women than in men.	four
Hippos can store food in their stomachs and go <mask> weeks without eating.	three
Corms are ready to dig in <mask> to six weeks after blooms are finished or when the tops die off.	four
Corms are ready to dig in four to <mask> weeks after blooms are finished or when the tops die off.	six
Rabbinic literature is made up of <mask> major kinds of works.	five
Boolean operations is a method of combining <mask> meshes together.	two
Elephants have <mask> molars, which are replaced five times, for a total of six sets in a lifetime.	four
Elephants have four molars, which are replaced <mask> times, for a total of six sets in a lifetime.	five
Elephants have four molars, which are replaced five times, for a total of <mask> sets in a lifetime.	six
Synthetic rubies phosphoresce for <mask> seconds or so while the natural rubies are inert or nearly so.	ten
Spermatogenesis creates <mask> sperm of equal size.	four
Bolivia has <mask> laws directly regulating competition.	no
Scar tissue turns white and softens in <mask> to five months.	four
Scar tissue turns white and softens in four to <mask> months.	five
Rabbits have unusual abilities-many can leap <mask> feet or more.	ten
Mosquitoes have <mask> legs.	six
Most babies die within the first <mask> years.	two
Many scientists believe that, sometime around <mask> billion years ago, simple life arose.	four
Nymphs have <mask> wings and readily run backwards, sideways, or forward when disturbed.	no
Young penguins begin to swim on their own in about <mask> weeks.	nine
Natural magnesium contains <mask> isotopes.	three
Asthma medications come in <mask> different forms.	three
Burmese pythons reach sexual maturity in <mask> to five years.	four
Burmese pythons reach sexual maturity in four to <mask> years.	five
Ribosomes have <mask> subunits, one slightly larger than the other.	two
Ribosomes have two subunits, <mask> slightly larger than the other.	one
White bait is a small <mask> to four inch fish with white sides and a greenish back.	three
White bait is a small three to <mask> inch fish with white sides and a greenish back.	four
Humans believe in <mask> opposites to all matter.	two
Many parents are unaware that their newborns are screened for up to <mask> inherited disorders.	nine
Absolute value is the distance a number is from <mask> on a number line.	zero
Bowheads are slow swimmers and usually travel alone or in small herds of up to <mask> animals.	six
Jurisdictions are the name given to the <mask> geographic groupings in the United States.	five
Jaguars have <mask> to four babies that live for about twelve to sixteen years.	one
Jaguars have one to <mask> babies that live for about twelve to sixteen years.	four
Polychrome is a decorative style, which utilizes at least <mask> colors on the same piece of ceramic.	three
Voles are also slightly larger, usually between <mask> to seven inches.	four
Voles are also slightly larger, usually between four to <mask> inches.	seven
Earthworms have <mask> pairs of hearts .	five
Most computers have <mask> to four slots to hold memory.	two
Most computers have two to <mask> slots to hold memory.	four
Peppers require at least <mask> hours of sun a day.	six
True armyworms complete <mask> or more generations per year in North Carolina.	five
Women are about <mask> times more at risk than men.	three
Children can age an adult faster than <mask> years in prison.	ten
Most pedigrees show <mask> to five generations.	three
Most pedigrees show three to <mask> generations.	five
Casein proteins have <mask> major types, and all three appear in every mammal species on Earth.	three
Casein proteins have three major types, and all <mask> appear in every mammal species on Earth.	three
Heat pumps give off <mask> fumes or harmful products of combustion.	no
Women give birth to dead babies after pregnancies of only <mask> months.	four
Intramural football consists of <mask> leagues.	three
Small tadpoles hatch out after <mask> to three weeks.	two
Small tadpoles hatch out after two to <mask> weeks.	three
Some barnacles can feed in <mask> modes.	two
Physicists believe that <mask> forces, or interactions, govern all matter.	four
Plagioclase is the liquidus phase in the <mask> investigated systems, followed by the magnetite.	three
Cancer is a disease that kills <mask> out of every five peope in the world.	one
Cancer is a disease that kills one out of every <mask> peope in the world.	five
Devonian rocks outcrop at less than <mask> percent of the surface of the United States.	three
Mosquitoes live <mask> to eight weeks.	four
Mosquitoes live four to <mask> weeks.	eight
Water consists of <mask> oxygen atom and two hydrogen atoms.	one
Water consists of one oxygen atom and <mask> hydrogen atoms.	two
Dolphins encode the <mask> symbols in a story.	five
Arteries consist of <mask> distinct layers.	three
Some herbaceous plants live only <mask> to six years.	five
Some herbaceous plants live only five to <mask> years.	six
Carbon needs to share <mask> electrons, in effect it has four slots.	four
Carbon needs to share four electrons, in effect it has <mask> slots.	four
Many family lines travel at least <mask> generations, and some for more than sixty generations.	ten
Girls often start to fast for a few days when they are <mask> years old and boys at the age of twelve.	nine
Preeclampsia occurs without warning in up to <mask> percent of all pregnant women.	five
Granite weathers <mask> inch in ten thousand years.	one
Granite weathers one inch in <mask> thousand years.	ten
Fluorescent lamps are roughly <mask> times more intense than ordinary light bulbs.	three
Fingernails have a life span of <mask> to six months.	three
Fingernails have a life span of three to <mask> months.	six
Spotted coralroot is the most common of <mask> coralroot species that grow in Connecticut.	three
Natural strontium is a mixture of <mask> stable isotopes.	four
Risk is dose-related with individuals smoking <mask> or more cigars at greatest risk.	four
Children usually receive polio vaccinations in <mask> doses by the time they start kindergarten.	four
Gravity is the weakest of all <mask> forces but unlike the others it has an unlimited range.	four
Nutritionists recommend eating at least <mask> portions of fruit and vegetables a day.	five
Liver cancer is found <mask> times more often in men than in women.	four
Human behavior is made up of <mask> components or levels.	three
Natural vanadium is comprised of <mask> isotopes.	two
Coyotes eat <mask> to three pounds of food a day.	two
Coyotes eat two to <mask> pounds of food a day.	three
Motion is determined by the larger of <mask> competing forces.	two
Massage raises skin temperature between <mask> and five degrees, and even higher among women.	four
Massage raises skin temperature between four and <mask> degrees, and even higher among women.	five
Reality is more than what can be perceived with the <mask> senses.	five
Puppy teeth begin to shed and be replaced by permanent adult teeth at about <mask> months of age.	four
Rats have estrous cycles throughout the year, each lasting just <mask> days.	five
Every insect has to accomplish <mask> things to survive.	three
Women are <mask> times as likely as men to run a household alone.	three
Many households have <mask> working parents.	two
Limousines can seat up to <mask> passengers, while sedans seat three people.	ten
Limousines can seat up to ten passengers, while sedans seat <mask> people.	three
American homes contain more than <mask> billion light fixtures.	two
Most broaches have <mask> series of teeth.	three
Lotto is the game in which the player chooses <mask> numbers from a larger group of numbers.	six
Inflammation occurs several hours and possibly up to <mask> days after exposure to latex.	four
Pesticides work in <mask> ways reduce bee population.	two
Hummingbirds have <mask> main feeding strategies.	two
Education wastes about <mask> thirds of the talent of society.	two
Natural iron contains <mask> isotopes and isomers.	four
Multiracial children have <mask> groups they're trying to identify with.	two
Abortion takes more lives every <mask> months than the Civil War claimed in four years.	six
Abortion takes more lives every six months than the Civil War claimed in <mask> years.	four
Today there are <mask> distinct species of black bass.	seven
Nurses are members of a global community with <mask> borders or boundaries.	no
Food chains vary in length from <mask> to six or more levels.	three
Food chains vary in length from three to <mask> or more levels.	six
Man consists of <mask> opposing elements, body and soul.	two
Humans tend to learn by taking information into their brains through their <mask> senses.	five
Desferal toxicity is monitored every <mask> months via vision and hearing screening.	six
Christian baptism is administered in <mask> modes.	three
Calories come from <mask> sources in the diet.	four
International mail consists of <mask> categories of mail.	three
Blood has <mask> main constituents.	two
Young roosters begin to show colored feathers on their breasts and necks at <mask> weeks.	eight
Melanocytes are dendritic and are distributed roughly <mask> per six basal cells.	one
Melanocytes are dendritic and are distributed roughly one per <mask> basal cells.	six
Brain injury occurs in <mask> stages.	two
Wombats bear <mask> young at a time, which develop in the pouch five months or longer.	one
Wombats bear one young at a time, which develop in the pouch <mask> months or longer.	five
American women have <mask> times the rate of breast cancers.	five
Achondrites are rocky, with <mask> glass spherules, and resemble Earth lavas.	no
Dogs have <mask> glands next to their anus.	two
Clutches are useful in devices with <mask> rotating shafts.	two
Some arctic butterflies survive, in larval stage, over <mask> winters.	two
Passion equals <mask> sexual beings joined by intimacy.	two
All atoms attempt to achieve the stable configuration of <mask> electrons in the outer most shell.	eight
Some bivalves can rapidly shut their <mask> valves.	two
Sculling is the rowing with <mask> oars for each person.	two
Fire salamanders give birth to <mask> to thirty larvae.	ten
Plants lose vigor and decline in abundance within <mask> to four years.	three
Plants lose vigor and decline in abundance within three to <mask> years.	four
Rice weevils have <mask> faint red-brown spots on the back of the abdomen.	four
Pronghorn bucks have <mask> scent glands and does have six.	nine
Angiosperms inhabit all <mask> continents, as well as the oceans.	seven
Airbrushes come in <mask> flavors.	three
Planaria can live for up to <mask> months without food.	three
Liters are <mask> places to the right of hectoliters.	two
Schizophrenia shows <mask> favorites occupationally or socioeconomically.	no
Polymorphism consists of <mask> root words, poly and morph.	two
Women try an average of <mask> times to quit smoking before they succeed.	seven
Plant shrubs <mask> to four feet apart in rows six feet apart.	three
Plant shrubs three to <mask> feet apart in rows six feet apart.	four
Plant shrubs three to four feet apart in rows <mask> feet apart.	six
Fiber glass contains <mask> chemicals that can corrode pipes and wiring.	no
Monarchs live only <mask> weeks, and it was their great grandparents that flew north in the spring.	six
All plants fall into <mask> basic categories, flowering, and nonflowering.	two
Plants have <mask> distinct types of leaves.	two
Knives have <mask> cutting edges for double cutting life.	two
Saguaros can live nearly <mask> hundred years.	two
Antibodies exist as <mask> or more copies of a Y-shaped unit, composed of four polypeptide chains.	one
Antibodies exist as one or more copies of a Y-shaped unit, composed of <mask> polypeptide chains.	four
Wheat is an old combination of <mask> different species of grass.	three
Most women can become pregnant in about <mask> to three months after they stop taking the pill.	one
Most women can become pregnant in about one to <mask> months after they stop taking the pill.	three
Natural gas ranks number <mask> in energy use, right after petroleum and coal.	three
Most people recover from infection completely within <mask> weeks.	two
Euonymus scale have <mask> to three generations per year, depending on the climate.	one
Euonymus scale have one to <mask> generations per year, depending on the climate.	three
Ozone is a naturally occurring molecule containing <mask> atoms of oxygen.	three
Rules Go is a game for <mask> players.	two
Cockroaches have <mask> legs, two antennae and some have wings.	six
Cockroaches have six legs, <mask> antennae and some have wings.	two
All plant organs contain the same <mask> primary tissues.	three
Black cherry can remain dormant for <mask> or more years.	three
Ethnic minorities make up <mask> per cent of the UK population.	seven
Ottomans can come with wood or iron legs, or <mask> legs at all.	no
Ethanol plays <mask> major roles in today's economy and environment.	three
Pets also track in pollen, and <mask> out of every ten people is allergic to cat or dog dander.	one
Pets also track in pollen, and one out of every <mask> people is allergic to cat or dog dander.	ten
Formulary drugs can be of <mask> types.	three
Chicks remain with their parents for up to <mask> months, until they are able to fly.	three
Microorganisms are an essential part of Form <mask> biology.	five
Bivalves have <mask> shell halves that completely enclose the animal.	two
Fractal models are inadequate for the kinetics of <mask> different ion channels.	four
Most retarded children have <mask> normal parents.	two
Energy supply is dominated by <mask> coal-burning power plants of varying capacity.	six
Some endocrinologists believe that <mask> in four women have an underactive or overactive thyroid.	one
Some endocrinologists believe that one in <mask> women have an underactive or overactive thyroid.	four
Defamation takes <mask> forms, libel and slander.	two
Mononucleosis usually lasts for <mask> to two months.	one
Mononucleosis usually lasts for one to <mask> months.	two
Lemon sharks are usually <mask> to ten feet long.	eight
Lemon sharks are usually eight to <mask> feet long.	ten
Humans seem to be able to sense at least <mask> forms of energy.	eight
Radiation therapy is given in divided doses over <mask> to six weeks.	four
Radiation therapy is given in divided doses over four to <mask> weeks.	six
Herbs grow best with at least <mask> hours of sunlight a day.	six
Alcoholism affects <mask> elderly men for every one woman.	five
Alcoholism affects five elderly men for every <mask> woman.	one
Condoms actually play <mask> roles during sex.	two
Salt water has <mask> times more salt that the body can safely ingest.	seven
Directional lights can number up to <mask> and be in different colors and intensities .	five
Anthropology is divided into <mask> subfields.	four
Animals are innocent, whatever they do, because they have <mask> conscious desire to achieve or become.	no
Butterflies have <mask> pair of legs - each divided into five parts.	three
Butterflies have three pair of legs - each divided into <mask> parts.	five
Unicorns have <mask> forms.	three
Planting consists of blending <mask> different types of corn.	two
Most people lapse into illness within <mask> days after exposure.	seven
Cortisol acts by at least <mask> different mechanisms.	two
Cognitive therapy is a time-limited treatment lasting <mask> to four months.	three
Cognitive therapy is a time-limited treatment lasting three to <mask> months.	four
Normal force is the force pressing <mask> surfaces together.	two
Earth produces enough food to feed <mask> worlds equal to the Earth.	three
Any food can cause an allergic reaction, but only <mask> foods cause nine out of ten reactions.	eight
Any food can cause an allergic reaction, but only eight foods cause <mask> out of ten reactions.	nine
Any food can cause an allergic reaction, but only eight foods cause nine out of <mask> reactions.	ten
Trains kill <mask> people every year.	four
Female tortoises make <mask> vocalizations at all.	no
Whales sleep approximately <mask> hours per day.	eight
Some homes have <mask> or even four computers from which they can access the Internet.	three
Some homes have three or even <mask> computers from which they can access the Internet.	four
Allopatric speciation takes place when <mask> populations are geographically isolated.	two
Science is regulated by values of <mask> different kinds.	two
Korean names are usually <mask> syllables long, with the surname preceding given names.	three
Christian parents have <mask> business placing their children in public schools.	no
Mature Plants can grow up to <mask> meters tall.	three
Smells reach the olfactory sensory neurons through <mask> pathways.	two
Women are <mask> times as likely as men to be affected with gallstone .	four
Females are sexually mature as early as <mask> years of age.	three
Brain damage begins to occur within <mask> minutes if breathing stops.	four
All orthodontists are dentists, but only about <mask> percent of dentists are orthodontists.	six
Cartographers often divide scales into <mask> different categories.	three
Rhinoviruses are most infectious in the first <mask> days of cold symptoms.	three
Nitrogen atoms have <mask> valence electrons.	five
Argentine ants are able to establish new colonies with as little as <mask> worker ants and one queen.	ten
Argentine ants are able to establish new colonies with as little as ten worker ants and <mask> queen.	one
Native fish are silver to brownish yellow with <mask> vertical black stripes and red fins and snout.	four
Black sage grows to about <mask> feet tall.	six
High winds can spring up quickly, creating waves as high as <mask> feet.	six
Magellanic penguins are the largest of the <mask> ringed penguins and they are also the most numerous.	four
Many speedometers have a trip odometer that can be reset to <mask> at the beginning of a trip.	zero
Babies are introduced to solid food about <mask> months of age.	six
Cockroaches have <mask> hairy legs.	six
Numbers Use words to express numbers smaller than <mask> or at the beginning of a sentence.	ten
Land mines take or wreck <mask> lives an hour, every hour, every day of every year.	three
Diabetics are <mask> to seven times more at risk for heart attack.	three
Diabetics are three to <mask> times more at risk for heart attack.	seven
Most solenoids have <mask> tabs with holes for mounting.	two
Bats have arms, wrists, and hands with a thumb and <mask> fingers.	four
Wildlife tends to congregate where <mask> different habitats meet.	two
Some spiders have up to <mask> or eight or twelve eyes.	six
Some spiders have up to six or <mask> or twelve eyes.	eight
Loggers generally work in crews of <mask> to eight workers.	four
Loggers generally work in crews of four to <mask> workers.	eight
Universe consists of <mask> states.	two
Most insects have <mask> pairs of wings.	two
Female cats become sexually mature between <mask> and twelve months of age.	seven
Professional wrestlers work day and night, <mask> days a week, entertaining millions of people.	seven
Clinical psychologists differ from psychiatrists in <mask> important ways.	two
Wiring refers to <mask> techniques.	two
Pure phosphorus exists in <mask> forms - red, white, yellow.	three
Menstrual cycles have <mask> phases.	two
Canned foods have a storage life of up to <mask> years.	four
Breast cancer is the most common cancer among women, affecting <mask> in eight females.	one
Breast cancer is the most common cancer among women, affecting one in <mask> females.	eight
Rainwater is the prime source of freshwater on the Island, there being <mask> rivers or streams.	no
Green onions cause about <mask> percent of outbreaks of food poisoning from produce, worldwide.	five
Some podiatric surgeons complete surgical residencies of up to <mask> years.	three
All narwhals have <mask> teeth in their upper jaw.	two
Retraction requires the contraction of <mask> internal muscles .	two
General aviation flies almost <mask> billion air miles every year.	four
Carnivores have <mask> or five clawed digits on each limb.	four
Carnivores have four or <mask> clawed digits on each limb.	five
Bees have sentinels, gobies sentinel their nests for from <mask> to nine days.	six
Bees have sentinels, gobies sentinel their nests for from six to <mask> days.	nine
Elimination is the reduction to <mask> of the incidence of infection in a defined geographic area.	zero
Young cows are usually worst-affected, because they have <mask> previous exposure and immunity.	no
Electric basses have a fairly standard spacing when they have <mask> strings.	four
Chemical interactions are essentially electron interactions of <mask> atoms.	two
Most women have some bleeding for at least <mask> weeks.	two
Rye grasses germinate in <mask> days.	six
Tsunamis tend to have periods of <mask> minutes to as much as an hour.	five
Forces equaling <mask> times the body weight can impact the ankle while running or jumping.	three
Constipation means that a person has <mask> bowel movements or fewer in a week.	three
Food chains consist of <mask> trophic levels.	four
Spring comes from <mask> different layers.	five
Solvents have <mask> classes of solubility.	three
Mangroves are the common name for <mask> species of trees and shrubs found along warm water coasts.	three
Wiccan witches practice <mask> kinds of magic.	two
Breeding is said to work best in groups of about <mask> animals.	ten
Some babies start sleeping through the night on their own around <mask> or four months.	three
Some babies start sleeping through the night on their own around three or <mask> months.	four
Horses do have <mask> blind spots, however.	two
Men produce brand new sperm every <mask> to three months.	two
Men produce brand new sperm every two to <mask> months.	three
Sexual reproduction is syngamy - the union of <mask> gametes.	two
Sprouts can grow as much as <mask> feet per year.	six
Men are more than <mask> times as likely as women to commit suicide.	four
Sapric peat is very dark and is the most decomposed of the <mask> peat types.	three
Fission occurs when <mask> flatworm splits into two flatworms.	one
Fission occurs when one flatworm splits into <mask> flatworms.	two
Solar cells produce <mask> carbon dioxide, the chief greenhouse gas.	zero
Libertarians believe that the government has <mask> business dictating morality.	no
Pines have long needles in clumps of <mask> to five.	two
Normal females carry <mask> X chromosomes.	two
Distilled water enters the body with <mask> minerals but leaves the body with minerals.	no
Tuberoses bloom only once in <mask> years.	seven
Children tend to develop an arch at <mask> years of age.	three
Wood consists of <mask> distinct fuels.	two
Developed economies have all <mask> legs of the stool needed to support capitalist enterprise.	three
Most children start to get their adult teeth at about <mask> years of age.	six
Fraternal twins develop from <mask> separately fertilized ova.	two
Nymphs are slow growing and can take <mask> months or more to become adults.	nine
Most fish have a cartilaginous or bony skeleton consisting of <mask> parts.	three
Every person has at least <mask> different intelligences.	five
Hazardous waste is categorized into <mask> types.	two
Some species have a complete array of accessory sex glands, including the above <mask> types.	three
Multiplications are always <mask> complemental.	two
Hospital pharmacies are also geographically balanced by <mask> census regions, nationally.	four
Government is divided into <mask> basic functions.	two
Insects also have <mask> legs, a pair of antennae and wings.	six
Water is able to diffuse freely between the <mask> cells.	two
Some species have more than <mask> pairs of walking legs.	four
Bolivia has <mask> national parks, although most are little known outside the country.	eight
Damaging hail occurs an average of <mask> days each year.	seven
Democratic socialism is thereby an oxymoron that has <mask> basis in reality.	no
Binturongs can grow to be over <mask> feet tall- around the height of an average four year old kid.	three
Binturongs can grow to be over three feet tall- around the height of an average <mask> year old kid.	four
Female porcupines have between <mask> and four young, depending on the species.	one
Female porcupines have between one and <mask> young, depending on the species.	four
Aptian salt forms <mask> low diapirs separated by a long, flat weld.	three
Aphids are unlike most insects in <mask> ways.	two
Network effects have <mask> implications for how competition works.	three
Brazil is now among the world s <mask> most powerful economic nations.	ten
Natural cadmium is made of <mask> isotopes.	eight
Seizures occur in <mask> stages.	four
Many birds have almost <mask> feathers on their backs.	no
Cigarette smoking can cause over-readings up to <mask> hours after smoking a cigarette.	four
Some diamonds are as large as <mask> carats.	three
Few ewes can successfully nurse more than <mask> lambs.	two
Genesis is the first of <mask> books of the Torah called the Pentateuch.	five
Most babies are <mask> years old or more.	two
Decoction is made by using <mask> ounces of the root to one quart of water, and boil.	three
Decoction is made by using three ounces of the root to <mask> quart of water, and boil.	one
Serum triglycerides come from <mask> sources.	two
Spacemen float around at near <mask> g when they get up there in orbit.	zero
Men have <mask> times more testosterone levels than females.	ten
Most agencies require couples to be married a minimum of <mask> to three years.	one
Most agencies require couples to be married a minimum of one to <mask> years.	three
Bacteria fall into <mask> functional groups.	four
Monochorionic twins have <mask> times the risk of abnormality that dichorionic twins do.	ten
Most pickup trucks have <mask> sets of shock absorbers, one for each wheel.	four
Most pickup trucks have four sets of shock absorbers, <mask> for each wheel.	one
Woodpeckers make holes in houses for <mask> basic reasons.	two
Toddlers are approximately <mask> inches tall and babies are eight inches tall.	ten
Toddlers are approximately ten inches tall and babies are <mask> inches tall.	eight
Infertility affects <mask> in seven couples and affects both men and women.	one
Infertility affects one in <mask> couples and affects both men and women.	seven
Reproductive maturity occurs at <mask> to ten years .	seven
Reproductive maturity occurs at seven to <mask> years .	ten
Composites have at least <mask> phases with different mechanical properties.	two
Sea cucumbers have between <mask> and thirty such tentacles, depending on the species.	ten
Women are about <mask> times more likely to get the disease than men.	three
Wild game has less fat than domestic meat, and <mask> preservatives.	zero
Female cheetahs carry their young for a gestation period of around <mask> months.	three
Statistics indicate approximately <mask> in three women are raped in adulthood.	one
Statistics indicate approximately one in <mask> women are raped in adulthood.	three
Women have about <mask> times as many foot problems as men.	four
Vegetative growth lasts longer with only <mask> plants.	four
White phosphorus has <mask> modifications.	two
Blooms have <mask> pollinia.	four
Katydids are green and occasionally pink and can grow up to <mask> inches in length.	five
Fats consist of a glycerin molecule with <mask> fatty acids attached.	three
Children usually recover from a cold in <mask> to fourteen days.	seven
Eccentricity divides double stars into <mask> distinct populations.	two
Golf is made up of <mask> swings.	four
All beetles have <mask> legs.	six
Goats have all <mask> sets of permanent teeth usually by four years of age.	four
Goats have all four sets of permanent teeth usually by <mask> years of age.	four
Chemical explosives are of <mask> general kinds.	two
Snow plows begin when snow exceeds <mask> inches.	two
All fertilizers have <mask> numbers.	three
Tin exists in <mask> allotropic forms.	three
Mitosis ends when a B spermatogonium yields <mask> primary spermatocytes.	two
Incarceration does <mask> things to the crime rate.	two
Tobacco kills <mask> million people a year, one death every eight seconds.	four
Tobacco kills four million people a year, <mask> death every eight seconds.	one
Tobacco kills four million people a year, one death every <mask> seconds.	eight
Air movement affects the human body in <mask> different ways.	two
Tics occur <mask> to four times as often in boys as girls.	three
Tics occur three to <mask> times as often in boys as girls.	four
Breast milk is all the food and water a baby needs for the first <mask> months of life.	six
Infertility affects about <mask> in ten people.	one
Infertility affects about one in <mask> people.	ten
Mercury shows <mask> traces of active movement.	no
Pups hatch inside the mother and are over <mask> feet long when they emerge.	four
Some sea stars, like the purple sea star of the Gulf of Maine, have <mask> or ten arms.	nine
Some sea stars, like the purple sea star of the Gulf of Maine, have nine or <mask> arms.	ten
Trees cover almost <mask> thirds of the state.	two
Transistors have <mask> positions- on and off.	two
Most aspirins contain <mask> grains per tablet.	five
Most groups do contain more than <mask> people.	two
Handed people live, on average, <mask> years longer than left handed people.	nine
Quatrains are stanzas or verses of <mask> lines .	four
Sedge wrens are listed as endangered by all <mask> states.	three
Lizards are cold-blooded reptiles that have long tails and <mask> legs.	four
Sea water has about <mask> times the acceptable salt level.	seven
Water bears have <mask> pairs of legs.	four
Geckos have <mask> eyelids .	no
Tobacco causes <mask> per cent of all deaths in the world and the toll is increasing rapidly.	six
Diabetes has <mask> forms, insulin dependent and non insulin dependent.	two
Fireflies have <mask> main body parts.	three
Sexual maturity is reached between <mask> months of age to a year old.	nine
Most females mate with only their local male and give birth about <mask> weeks after mating.	five
Every triangle contains at least <mask> acute angles.	two
Psychologists classify memory into the <mask> R s - recollection, recall, recognition, and relearning.	four
Urban legends are stories that sound good, but have <mask> basis in fact .	no
Knives have <mask> cutting edges each.	two
Congenital esotropia affects children at birth or within the first <mask> months.	six
Measurable snow falls only once every <mask> or four years.	three
Measurable snow falls only once every three or <mask> years.	four
